height,time
57897,1274907437
57900,1274908045
57899,1274907807
57901,1274908067
57903,1274908377
57904,1274908991
57902,1274908327
57906,1274909245
57905,1274909019
57907,1274910041
57908,1274910191
57910,1274912725
57909,1274911754
57912,1274913526
57911,1274913498
57913,1274913740
57914,1274914001
57915,1274914055
57916,1274914128
57917,1274914285
57918,1274915297
57919,1274915432
57922,1274917420
57920,1274917058
57921,1274917210
57923,1274917760
57924,1274917959
57925,1274918339
57926,1274918469
57929,1274920234
57927,1274919193
57928,1274919862
57930,1274920201
57938,1274924546
57932,1274920953
57934,1274922760
57933,1274921179
57937,1274924146
57935,1274923508
57931,1274920628
57939,1274924699
57941,1274926230
57936,1274924491
57940,1274924937
57944,1274928343
57946,1274928959
57945,1274928461
57947,1274929044
57943,1274927193
57950,1274930682
57951,1274931758
57952,1274931818
57953,1274932326
57948,1274929466
57942,1274926652
57949,1274929597
57954,1274932585
57955,1274932659
57956,1274932975
57960,1274934634
57958,1274933247
57959,1274934421
57961,1274934845
57963,1274935591
57962,1274935061
57964,1274936058
57957,1274932942
57966,1274937076
57965,1274936849
57967,1274937491
57968,1274937865
57970,1274939342
57969,1274938659
57972,1274939699
57971,1274939380
57973,1274940014
57974,1274941315
57976,1274941883
57975,1274941483
57978,1274942231
57977,1274942120
57979,1274942264
57980,1274942834
57981,1274942944
57982,1274943810
57984,1274945371
57983,1274944283
57986,1274946610
57985,1274946213
57990,1274947601
57987,1274946647
57988,1274947294
57989,1274947328
57994,1274950216
57993,1274949173
57991,1274947842
57995,1274950283
57992,1274948697
57996,1274950641
57998,1274952804
57997,1274952308
58000,1274953850
57999,1274953514
58001,1274954761
58002,1274955792
58004,1274957503
58008,1274959499
58006,1274958542
58005,1274958313
58003,1274956207
58007,1274959023
58010,1274960857
58009,1274960328
58013,1274962194
58012,1274961103
58011,1274960968
58014,1274962304
58015,1274962364
58016,1274962436
58017,1274963102
58020,1274963572
58018,1274963282
58019,1274963521
58021,1274964057
58022,1274965121
58025,1274965905
58023,1274965583
58024,1274965858
58027,1274966382
58026,1274965907
58028,1274966644
58029,1274967435
58031,1274968124
58030,1274967795
58032,1274968327
58033,1274968523
58034,1274969255
58036,1274969690
58035,1274969330
58038,1274970241
58040,1274970890
58039,1274970393
58041,1274971009
58042,1274972603
58043,1274972689
58046,1274973102
58045,1274972963
58044,1274972877
58047,1274973058
58048,1274973305
58037,1274969759
58050,1274977200
58049,1274974842
58051,1274978365
58052,1274978485
58055,1274979740
58054,1274979459
58057,1274979900
58056,1274979890
58053,1274979248
58058,1274980171
58059,1274980236
58060,1274981194
58061,1274981629
58063,1274982965
58062,1274982321
58064,1274983095
58065,1274983287
58067,1274983660
58066,1274983320
58068,1274983780
58069,1274983906
58071,1274985705
58070,1274985292
58072,1274986537
58076,1274988509
58073,1274986581
58074,1274988330
58075,1274988497
58079,1274989448
58078,1274988898
58080,1274989470
58077,1274988622
58081,1274989686
58082,1274989828
58084,1274990083
58085,1274990139
58086,1274990248
58083,1274989930
58088,1274992582
58090,1274993268
58089,1274992591
58087,1274991024
58091,1274993356
58092,1274993672
58093,1274994996
58094,1274995396
58095,1274996011
58096,1274996091
58097,1274996486
58098,1274996529
58100,1274997222
58099,1274996656
58102,1275000007
58101,1274998376
58103,1275000216
58105,1275000348
58107,1275000832
58104,1275000347
58106,1275000834
58108,1275001860
58110,1275002349
58109,1275001938
58115,1275003958
58111,1275002472
58112,1275003351
58113,1275003614
58114,1275003619
58116,1275004404
58117,1275004585
58118,1275005145
58119,1275005663
58120,1275005778
58122,1275006764
58123,1275007617
58125,1275009221
58124,1275007770
58121,1275006128
58126,1275009831
58127,1275009863
58129,1275010029
58128,1275009900
58130,1275010074
58131,1275010161
58132,1275010455
58134,1275010846
58136,1275012859
58139,1275013692
58137,1275012842
58138,1275013471
58135,1275012801
58140,1275014231
58141,1275014584
58142,1275015192
58143,1275015394
58144,1275015413
58146,1275016309
58145,1275015974
58133,1275010741
58147,1275016599
58150,1275017206
58148,1275016633
58149,1275017043
58152,1275017516
58151,1275017455
58153,1275018310
58154,1275018499
58155,1275019889
58156,1275019907
58158,1275020114
58157,1275020000
58160,1275021187
58159,1275020425
58161,1275022294
58162,1275022397
58164,1275023186
58166,1275023863
58163,1275023080
58165,1275023726
58168,1275024835
58167,1275023965
58170,1275025844
58169,1275025730
58171,1275026269
58172,1275026360
58173,1275026438
58174,1275027406
58175,1275027489
58176,1275028050
58178,1275028906
58180,1275029729
58179,1275029584
58181,1275030105
58183,1275030532
58182,1275030144
58184,1275030546
58186,1275030867
58185,1275030642
58177,1275028261
58187,1275031208
58188,1275031593
58189,1275032250
58190,1275032367
58191,1275033395
58192,1275033474
58193,1275034657
58194,1275034417
58196,1275034868
58195,1275034448
58198,1275036134
58197,1275035735
58199,1275036727
58200,1275036999
58202,1275038011
58201,1275037048
58203,1275038244
58204,1275038511
58205,1275038554
58206,1275039147
58207,1275039194
58208,1275039311
58212,1275041045
58211,1275040492
58210,1275040258
58209,1275040189
58213,1275041085
58214,1275041341
58215,1275041786
58216,1275041743
58217,1275041798
58218,1275041867
58219,1275042396
58220,1275042782
58222,1275043933
58221,1275043171
58223,1275044000
58224,1275044184
58225,1275044202
58226,1275044407
58227,1275044927
58229,1275045634
58228,1275045392
58230,1275045789
58231,1275046537
58232,1275046645
58233,1275046727
58234,1275046777
58236,1275048730
58235,1275048245
58237,1275048850
58238,1275049080
58239,1275049985
58241,1275050803
58242,1275051424
58240,1275050200
58244,1275054784
58243,1275054426
58249,1275057615
58246,1275056468
58247,1275056971
58245,1275055968
58250,1275057757
58248,1275057370
58251,1275058035
58253,1275058976
58252,1275058605
58254,1275059434
58255,1275059981
58256,1275059980
58257,1275060038
58258,1275060115
58259,1275061012
58262,1275062707
58261,1275061405
58260,1275061225
58263,1275062730
58264,1275063206
58265,1275063231
58266,1275063448
58267,1275063587
58268,1275063701
58269,1275064158
58270,1275064495
58271,1275064533
58272,1275064771
58273,1275064911
58274,1275065633
58275,1275066028
58278,1275066461
58276,1275066082
58277,1275066075
58279,1275066544
58280,1275066581
58281,1275067845
58282,1275067933
58283,1275068069
58284,1275068249
58285,1275068371
58287,1275070421
58288,1275070452
58286,1275069739
58291,1275071543
58289,1275071254
58290,1275071503
58292,1275072067
58293,1275074084
58295,1275075213
58294,1275074523
58297,1275076129
58300,1275077036
58296,1275075371
58299,1275076950
58301,1275077179
58303,1275077681
58302,1275077207
58298,1275076269
58304,1275078001
58306,1275078338
58305,1275078244
58307,1275079534
58309,1275079803
58308,1275079761
58311,1275080097
58310,1275080005
58312,1275080523
58315,1275081370
58313,1275080781
58314,1275080978
58316,1275081387
58317,1275081804
58318,1275081848
58319,1275081844
58321,1275083267
58323,1275083694
58322,1275083651
58324,1275084640
58327,1275085302
58328,1275085358
58325,1275084797
58326,1275085179
58320,1275081894
58330,1275085959
58329,1275085367
58331,1275086274
58332,1275086507
58333,1275086797
58334,1275088659
58335,1275088787
58337,1275089385
58338,1275090894
58339,1275091011
58336,1275088821
58340,1275091198
58342,1275091427
58343,1275091717
58341,1275091340
58344,1275092294
58345,1275092520
58346,1275092653
58347,1275094606
58348,1275095065
58350,1275096227
58351,1275096510
58349,1275095769
58352,1275096832
58354,1275097121
58353,1275097010
58356,1275097823
58355,1275097184
58357,1275098091
58358,1275098459
58359,1275098969
58361,1275099947
58360,1275099504
58362,1275100611
58363,1275100636
58364,1275101172
58365,1275102816
58366,1275102970
58367,1275103134
58369,1275108168
58368,1275103841
58370,1275108507
58371,1275108674
58372,1275108844
58375,1275109093
58374,1275109006
58377,1275109333
58381,1275111358
58379,1275110730
58380,1275110988
58376,1275109160
58378,1275110063
58382,1275111576
58373,1275108951
58383,1275111736
58384,1275111820
58385,1275111935
58386,1275112527
58387,1275113049
58388,1275113292
58389,1275113705
58393,1275115119
58391,1275114458
58390,1275113789
58392,1275114747
58394,1275115590
58396,1275116353
58395,1275115898
58397,1275116733
58398,1275117998
58399,1275118174
58400,1275118205
58402,1275118602
58401,1275118479
58403,1275118747
58405,1275119378
58404,1275119280
58406,1275119579
58409,1275120373
58407,1275119704
58408,1275119846
58410,1275120377
58412,1275120621
58411,1275120424
58414,1275122164
58413,1275120627
58416,1275122835
58415,1275122450
58417,1275123003
58418,1275123764
58419,1275123782
58421,1275124149
58420,1275123889
58422,1275124237
58423,1275124528
58424,1275125011
58426,1275126057
58425,1275125061
58427,1275126526
58429,1275127062
58428,1275126701
58430,1275127318
58431,1275128246
58433,1275129896
58432,1275129610
58434,1275130699
58436,1275131091
58437,1275131443
58438,1275131954
58435,1275130960
58439,1275132407
58441,1275132915
58440,1275132460
58442,1275133040
58443,1275133500
58444,1275133518
58445,1275133640
58446,1275133952
58450,1275136916
58449,1275135558
58451,1275137000
58447,1275133997
58448,1275134350
58453,1275137748
58452,1275137743
58454,1275138170
58456,1275138422
58455,1275137898
58457,1275138632
58458,1275138730
58459,1275139723
58462,1275140557
58460,1275140431
58461,1275140536
58463,1275140649
58464,1275141448
58467,1275143928
58469,1275144833
58465,1275142329
58466,1275143595
58468,1275144754
58470,1275145142
58471,1275145456
58472,1275145656
58474,1275148010
58473,1275146386
58476,1275150295
58475,1275149406
58477,1275150972
58478,1275151182
58481,1275153908
58479,1275151563
58482,1275153923
58483,1275154167
58484,1275154185
58485,1275155453
58486,1275157832
58487,1275158937
58488,1275160214
58489,1275160361
58490,1275161001
58480,1275152892
58491,1275161378
58492,1275161452
58493,1275161484
58494,1275163817
58495,1275164001
58496,1275164025
58497,1275164311
58498,1275165140
58501,1275167112
58500,1275165842
58499,1275165698
58502,1275167331
58503,1275168353
58504,1275168424
58507,1275169790
58508,1275169899
58506,1275169569
58505,1275169422
58509,1275170477
58512,1275170720
58513,1275170849
58510,1275170571
58511,1275170622
58515,1275172179
58514,1275172103
58516,1275173518
58519,1275174303
58518,1275174124
58520,1275174398
58517,1275174045
58521,1275176722
58522,1275177210
58523,1275177326
58526,1275178435
58524,1275177397
58525,1275177923
58527,1275178479
58528,1275179926
58530,1275181664
58529,1275181228
58531,1275181947
58532,1275182250
58533,1275182327
58534,1275182815
58535,1275182961
58538,1275183859
58537,1275183756
58536,1275183727
58539,1275184524
58540,1275184650
58542,1275186578
58541,1275185392
58544,1275187322
58543,1275186830
58545,1275188187
58546,1275188548
58547,1275190616
58548,1275191106
58550,1275191984
58549,1275191636
58551,1275193705
58552,1275194169
58554,1275196973
58553,1275194838
58555,1275197201
58556,1275198037
58557,1275198236
58561,1275200676
58560,1275200914
58562,1275202630
58558,1275199767
58563,1275203102
58559,1275200605
58564,1275203277
58565,1275207428
58568,1275208799
58566,1275208204
58567,1275208260
58569,1275208958
58572,1275210451
58571,1275209873
58570,1275209035
58573,1275211041
58575,1275213440
58574,1275211050
58577,1275214521
58576,1275213743
58578,1275214562
58579,1275217424
58580,1275217636
58581,1275218992
58583,1275219547
58582,1275219257
58584,1275219632
58586,1275219912
58587,1275220852
58585,1275219696
58588,1275221314
58589,1275221498
58591,1275221714
58593,1275222179
58590,1275221558
58592,1275222003
58594,1275222574
58595,1275223148
58596,1275223675
58597,1275224533
58598,1275225009
58599,1275225748
58600,1275225869
58602,1275226080
58603,1275226126
58606,1275227437
58604,1275226459
58601,1275226060
58605,1275227382
58607,1275228795
58609,1275229628
58611,1275230958
58610,1275229471
58608,1275229011
58613,1275232078
58614,1275232323
58612,1275232039
58615,1275232504
58616,1275232652
58617,1275233043
58618,1275233332
58620,1275233871
58619,1275233732
58621,1275234733
58622,1275234859
58624,1275235122
58625,1275235143
58626,1275235278
58627,1275235664
58629,1275236533
58630,1275236823
58628,1275235934
58633,1275237830
58631,1275237327
58632,1275237418
58634,1275238877
58635,1275239507
58636,1275240036
58637,1275244277
58638,1275244476
58639,1275244714
58623,1275234882
58640,1275244981
58641,1275246765
58644,1275248194
58643,1275247858
58642,1275247749
58645,1275249055
58646,1275251471
58647,1275252042
58648,1275252924
58650,1275253978
58649,1275253133
58651,1275253232
58652,1275253292
58653,1275253911
58656,1275256199
58654,1275254541
58655,1275255450
58657,1275256339
58658,1275256599
58660,1275257747
58659,1275257248
58661,1275258416
58662,1275258909
58663,1275259267
58664,1275259477
58668,1275262301
58666,1275260929
58665,1275260893
58667,1275261862
58670,1275263394
58669,1275262896
58673,1275263594
58672,1275263555
58671,1275263102
58674,1275264817
58675,1275265629
58676,1275266448
58677,1275267347
58679,1275268261
58680,1275269171
58678,1275267420
58681,1275269229
58682,1275270422
58683,1275271127
58686,1275273090
58684,1275272174
58685,1275272303
58687,1275274085
58688,1275274123
58689,1275274494
58690,1275274770
58691,1275276243
58692,1275276416
58694,1275277405
58693,1275276822
58698,1275279470
58696,1275279190
58697,1275279493
58700,1275280489
58699,1275279927
58701,1275281173
58702,1275281253
58704,1275281826
58703,1275281551
58695,1275277664
58706,1275284189
58705,1275282726
58707,1275284256
58708,1275284377
58709,1275284608
58710,1275284626
58711,1275285388
58713,1275286977
58712,1275286288
58715,1275287405
58716,1275288032
58714,1275287211
58717,1275289254
58718,1275290182
58719,1275290437
58721,1275290863
58720,1275290503
58722,1275291648
58724,1275293285
58723,1275291960
58725,1275293551
58726,1275294220
58727,1275294852
58728,1275295649
58729,1275298063
58731,1275299888
58733,1275301325
58732,1275300085
58730,1275299234
58734,1275302117
58735,1275302377
58737,1275302850
58738,1275303057
58739,1275304074
58736,1275302824
58741,1275306130
58742,1275306656
58740,1275304344
58745,1275309047
58744,1275307396
58743,1275306971
58746,1275309115
58747,1275309342
58748,1275311217
58749,1275312417
58751,1275312885
58752,1275314948
58750,1275312733
58753,1275315225
58754,1275315561
58757,1275316295
58756,1275316074
58755,1275315776
58758,1275316556
58759,1275317495
58760,1275317746
58761,1275317784
58764,1275319467
58762,1275319319
58763,1275319367
58765,1275319744
58766,1275320887
58769,1275321813
58767,1275321185
58768,1275321614
58770,1275321979
58771,1275322848
58774,1275323824
58772,1275322914
58775,1275324501
58773,1275323264
58776,1275325078
58779,1275325464
58778,1275325426
58777,1275325182
58781,1275325857
58780,1275325837
58782,1275326204
58783,1275326944
58785,1275327464
58784,1275327065
58787,1275329054
58788,1275329314
58786,1275328792
58791,1275331782
58794,1275332784
58793,1275332632
58792,1275331969
58789,1275330322
58790,1275331335
58795,1275334829
58796,1275335518
58798,1275336025
58797,1275335901
58800,1275337159
58799,1275336925
58801,1275337642
58803,1275340336
58802,1275340216
58804,1275340783
58807,1275343746
58808,1275344955
58806,1275342966
58810,1275346324
58809,1275345789
58812,1275348335
58805,1275341159
58813,1275348456
58811,1275347940
58815,1275350111
58814,1275350006
58816,1275350452
58817,1275350505
58819,1275350846
58818,1275350626
58820,1275352283
58821,1275352754
58822,1275353731
58823,1275355086
58826,1275360591
58824,1275356223
58825,1275357143
58827,1275361352
58830,1275363762
58828,1275362792
58831,1275364780
58829,1275362967
58836,1275368979
58832,1275366640
58837,1275369449
58834,1275367681
58835,1275368362
58838,1275370153
58833,1275367352
58839,1275372792
58840,1275374317
58841,1275374421
58842,1275375030
58843,1275376038
58845,1275376719
58846,1275377802
58844,1275376374
58849,1275380493
58848,1275377830
58847,1275377796
58851,1275382050
58850,1275380928
58852,1275382745
58853,1275383664
58854,1275384097
58855,1275384514
58858,1275385207
58856,1275384523
58857,1275384577
58859,1275385576
58860,1275385773
58861,1275386005
58863,1275386373
58862,1275386602
58864,1275386915
58865,1275386998
58866,1275387139
58867,1275387289
58870,1275388050
58868,1275387758
58869,1275388046
58873,1275390012
58872,1275389554
58871,1275388289
58876,1275391751
58875,1275391325
58874,1275391064
58877,1275392025
58880,1275393912
58878,1275393150
58881,1275395291
58879,1275393397
58882,1275395877
58883,1275395995
58887,1275398608
58888,1275399188
58889,1275399465
58884,1275397754
58885,1275397982
58886,1275398404
58892,1275401776
58891,1275401606
58890,1275400101
58893,1275401942
58894,1275402422
58895,1275402443
58896,1275402557
58897,1275402642
58899,1275405567
58901,1275405973
58898,1275403828
58902,1275406160
58904,1275406424
58905,1275406524
58903,1275406258
58900,1275405693
58906,1275406727
58907,1275407072
58908,1275408888
58909,1275408933
58911,1275409400
58912,1275409726
58913,1275409990
58910,1275406712
58917,1275412110
58915,1275411396
58914,1275410790
58916,1275411398
58918,1275412427
58919,1275414982
58920,1275415414
58922,1275416272
58923,1275417877
58921,1275415845
58924,1275418014
58929,1275421033
58925,1275419339
58928,1275420887
58930,1275421354
58927,1275420786
58932,1275421855
58931,1275421759
58926,1275420337
58933,1275423089
58934,1275423598
58935,1275424154
58936,1275424607
58938,1275425711
58937,1275424793
58940,1275426099
58942,1275426604
58939,1275425765
58941,1275426574
58943,1275428956
58944,1275429285
58945,1275431283
58947,1275431471
58946,1275431387
58949,1275432694
58950,1275434537
58948,1275432570
58954,1275439968
58951,1275437103
58955,1275440792
58953,1275439436
58956,1275442175
58952,1275437753
58957,1275442225
58958,1275443298
58959,1275444164
58962,1275444943
58961,1275444910
58960,1275444748
58964,1275445871
58963,1275445806
58965,1275446229
58967,1275447280
58966,1275447046
58968,1275448138
58969,1275451065
58971,1275452838
58970,1275451704
58973,1275453041
58974,1275453130
58972,1275452850
58977,1275454908
58975,1275454212
58976,1275454017
58978,1275455071
58980,1275455378
58979,1275455136
58981,1275456225
58982,1275457050
58983,1275457229
58986,1275458234
58984,1275457583
58988,1275458714
58989,1275459415
58987,1275458358
58985,1275457657
58991,1275461361
58990,1275460976
58992,1275461830
58993,1275463288
58994,1275463471
58996,1275464803
58995,1275463608
59000,1275468112
58998,1275467009
58997,1275466111
59001,1275469164
59003,1275469385
59004,1275469632
59002,1275469202
58999,1275467120
59005,1275471370
59006,1275471387
59008,1275471897
59007,1275471416
59009,1275473607
59012,1275477700
59013,1275477842
59011,1275476884
59014,1275479331
59015,1275479375
59016,1275481890
59017,1275483551
59010,1275476227
59018,1275483943
59020,1275484760
59019,1275484501
59021,1275485210
59022,1275485806
59023,1275486406
59024,1275487577
59026,1275488352
59025,1275488027
59028,1275489986
59030,1275492116
59027,1275489785
59029,1275491448
59032,1275492712
59031,1275492364
59033,1275492862
59035,1275493313
59036,1275493355
59038,1275493641
59034,1275493236
59037,1275493488
59039,1275493779
59040,1275494026
59041,1275494119
59044,1275496587
59042,1275496318
59043,1275496333
59045,1275497223
59046,1275497362
59047,1275497517
59048,1275497726
59049,1275498780
59050,1275500518
59051,1275500695
59055,1275503116
59053,1275501745
59052,1275501040
59054,1275502424
59056,1275503221
59058,1275503517
59057,1275503211
59059,1275503669
59060,1275505108
59061,1275505149
59062,1275505411
59064,1275506172
59063,1275505972
59067,1275507919
59065,1275506240
59066,1275507840
59068,1275508947
59069,1275509078
59070,1275509862
59071,1275510104
59072,1275510291
59074,1275511020
59073,1275510788
59075,1275511481
59076,1275511908
59077,1275511900
59079,1275512526
59080,1275513597
59081,1275514527
59078,1275512389
59082,1275514633
59086,1275515284
59085,1275515134
59084,1275514870
59083,1275514676
59087,1275515385
59089,1275516568
59088,1275516318
59090,1275517314
59091,1275517462
59092,1275517574
59093,1275517845
59094,1275519802
59096,1275522455
59095,1275521278
59097,1275522984
59098,1275523237
59102,1275526762
59101,1275526669
59099,1275524135
59103,1275526838
59100,1275525636
59104,1275527663
59105,1275529633
59106,1275529701
59108,1275529958
59109,1275530734
59107,1275529831
59110,1275532110
59112,1275533474
59111,1275532546
59116,1275535453
59114,1275534163
59113,1275533574
59115,1275535231
59119,1275538930
59117,1275536087
59120,1275539109
59118,1275537965
59122,1275540217
59121,1275539772
59123,1275541625
59124,1275541957
59126,1275542345
59125,1275541969
59127,1275542428
59130,1275543868
59129,1275542966
59128,1275542478
59131,1275544005
59134,1275545148
59132,1275544385
59133,1275544901
59135,1275545145
59136,1275545932
59138,1275546451
59137,1275546473
59139,1275547740
59141,1275549626
59140,1275549073
59143,1275550045
59142,1275549567
59144,1275552207
59146,1275552697
59145,1275552212
59148,1275552963
59147,1275552813
59149,1275553269
59151,1275555590
59150,1275553842
59153,1275557514
59152,1275556924
59154,1275558271
59158,1275560781
59155,1275558333
59156,1275559385
59159,1275561509
59160,1275561650
59157,1275560171
59161,1275562219
59163,1275563539
59162,1275563404
59164,1275563788
59165,1275563798
59167,1275566006
59172,1275568889
59170,1275568125
59166,1275565066
59175,1275570444
59171,1275568457
59174,1275570307
59169,1275567544
59168,1275567507
59173,1275569056
59177,1275571419
59178,1275572511
59176,1275571036
59180,1275574767
59179,1275572849
59181,1275574980
59182,1275575255
59186,1275578335
59184,1275577198
59187,1275578862
59183,1275575547
59185,1275577852
59188,1275579057
59189,1275579075
59190,1275579110
59191,1275579166
59193,1275580351
59194,1275580437
59192,1275579810
59197,1275582702
59195,1275581275
59198,1275584213
59196,1275581787
59199,1275584258
59200,1275584278
59201,1275584563
59202,1275584816
59203,1275585230
59204,1275586091
59205,1275587299
59206,1275587500
59210,1275588622
59208,1275588088
59207,1275587586
59209,1275588512
59212,1275589740
59211,1275588839
59214,1275590473
59213,1275590037
59216,1275591353
59215,1275590986
59217,1275591510
59218,1275591533
59220,1275592788
59221,1275593141
59219,1275591624
59222,1275592945
59223,1275594355
59224,1275594950
59226,1275595604
59225,1275595596
59228,1275595840
59227,1275595699
59229,1275597919
59232,1275599906
59231,1275599049
59234,1275602515
59233,1275601798
59230,1275598130
59235,1275602741
59236,1275602815
59237,1275602946
59238,1275603178
59240,1275604998
59241,1275605384
59239,1275603404
59242,1275606835
59243,1275607017
59245,1275607786
59244,1275607368
59246,1275608035
59248,1275608630
59250,1275610067
59249,1275609466
59247,1275608085
59251,1275612424
59253,1275613056
59252,1275613025
59255,1275614493
59256,1275616150
59254,1275614126
59257,1275616654
59258,1275618514
59259,1275618748
59260,1275619383
59261,1275619393
59263,1275620791
59262,1275619586
59265,1275622194
59264,1275621860
59267,1275625285
59266,1275624937
59268,1275625631
59269,1275628379
59270,1275628442
59271,1275630353
59272,1275630749
59273,1275631586
59274,1275632110
59276,1275635222
59275,1275635001
59277,1275635811
59278,1275636673
59280,1275638833
59279,1275638383
59281,1275640020
59282,1275640903
59283,1275640909
59285,1275642979
59284,1275642377
59286,1275643306
59287,1275643447
59289,1275643829
59288,1275643758
59292,1275647116
59290,1275644309
59291,1275646545
59293,1275647801
59294,1275648481
59296,1275649195
59295,1275648734
59298,1275649965
59299,1275650724
59297,1275649659
59300,1275650772
59301,1275650763
59303,1275651753
59304,1275651811
59302,1275651333
59305,1275651881
59306,1275652093
59308,1275653182
59307,1275652699
59310,1275654125
59309,1275653469
59311,1275654187
59312,1275654943
59314,1275656692
59313,1275656329
59316,1275658334
59317,1275658635
59315,1275657179
59320,1275659737
59318,1275659313
59319,1275659382
59321,1275660088
59323,1275661515
59322,1275661274
59324,1275662341
59325,1275662585
59327,1275662946
59328,1275663319
59326,1275662753
59329,1275664169
59331,1275666904
59330,1275666064
59333,1275667747
59332,1275667547
59334,1275669028
59335,1275666806
59336,1275669427
59337,1275670566
59338,1275672026
59339,1275672038
59340,1275672161
59342,1275673496
59344,1275674912
59341,1275673014
59347,1275679187
59343,1275673811
59345,1275676643
59349,1275679994
59346,1275678040
59348,1275679997
59352,1275680469
59351,1275680296
59350,1275680050
59353,1275680992
59354,1275681052
59355,1275681206
59357,1275683312
59356,1275681853
59359,1275684542
59360,1275685527
59358,1275684014
59362,1275686671
59363,1275686825
59364,1275687199
59361,1275686235
59365,1275687377
59368,1275690489
59367,1275688229
59366,1275687717
59369,1275691151
59372,1275694068
59370,1275691543
59371,1275691549
59376,1275698217
59374,1275695880
59375,1275697711
59373,1275690616
59378,1275698451
59377,1275698441
59379,1275698830
59381,1275698993
59382,1275699319
59383,1275700247
59380,1275698871
59386,1275701824
59384,1275700873
59385,1275701530
59388,1275703607
59390,1275705607
59389,1275704818
59387,1275703593
59392,1275706051
59391,1275705767
59394,1275706119
59393,1275706112
59398,1275708676
59397,1275707289
59399,1275709498
59396,1275707247
59395,1275706615
59400,1275710201
59401,1275710413
59402,1275711912
59404,1275712374
59406,1275713403
59410,1275717239
59405,1275712554
59407,1275715409
59409,1275716253
59412,1275717936
59408,1275716184
59413,1275718234
59403,1275712358
59411,1275717712
59414,1275718817
59415,1275719883
59416,1275721107
59417,1275721512
59418,1275722228
59420,1275723412
59423,1275725101
59422,1275724986
59419,1275722956
59421,1275724506
59424,1275725236
59426,1275725910
59425,1275725327
59427,1275726023
59430,1275726562
59428,1275726115
59429,1275726158
59432,1275727127
59434,1275727775
59433,1275727581
59431,1275726777
59435,1275727838
59437,1275728554
59436,1275728231
59438,1275728582
59439,1275728851
59440,1275729148
59442,1275730080
59441,1275729347
59443,1275730782
59444,1275732166
59445,1275733731
59446,1275734860
59447,1275736080
59450,1275738943
59449,1275737516
59448,1275736657
59452,1275739488
59451,1275739069
59453,1275739704
59454,1275739724
59456,1275742412
59455,1275742004
59457,1275743249
59459,1275746122
59458,1275746065
59460,1275746216
59464,1275751405
59461,1275746971
59465,1275751504
59462,1275750372
59463,1275751216
59466,1275751596
59468,1275751929
59467,1275751612
59469,1275753024
59470,1275753050
59472,1275753776
59471,1275753690
59475,1275755458
59473,1275754224
59477,1275758104
59478,1275758206
59474,1275754237
59476,1275756592
59481,1275758566
59480,1275758514
59482,1275759239
59479,1275758404
59484,1275762236
59483,1275760211
59485,1275762407
59487,1275763163
59486,1275762994
59489,1275765122
59488,1275763487
59490,1275765727
59491,1275767444
59492,1275767781
59494,1275768614
59493,1275767998
59495,1275769661
59496,1275769720
59497,1275770592
59499,1275770714
59498,1275770636
59502,1275773106
59500,1275770919
59501,1275771612
59503,1275773232
59504,1275773036
59506,1275774170
59505,1275773933
59508,1275775093
59507,1275774337
59509,1275775308
59510,1275775327
59511,1275775431
59513,1275776052
59512,1275775392
59514,1275776258
59516,1275776604
59515,1275776262
59517,1275776659
59518,1275778197
59519,1275781227
59521,1275784277
59522,1275784719
59520,1275782924
59526,1275787668
59527,1275788873
59523,1275785213
59524,1275786593
59528,1275789900
59529,1275790006
59525,1275787662
59530,1275790666
59532,1275791497
59534,1275791912
59531,1275790973
59533,1275791720
59538,1275792954
59537,1275792930
59535,1275792188
59536,1275792478
59540,1275794203
59541,1275794365
59539,1275793443
59543,1275795083
59544,1275795541
59542,1275794445
59546,1275796861
59547,1275797693
59548,1275798345
59549,1275799065
59550,1275799221
59552,1275799899
59553,1275800312
59551,1275799325
59554,1275800985
59545,1275796088
59555,1275802730
59557,1275803746
59556,1275803131
59558,1275804488
59560,1275804801
59559,1275804591
59561,1275805201
59564,1275806639
59562,1275805465
59563,1275805615
59565,1275807464
59566,1275807797
59568,1275809159
59569,1275809768
59567,1275808054
59570,1275810784
59571,1275811357
59572,1275812297
59573,1275812965
59574,1275813052
59575,1275813073
59576,1275813123
59578,1275813944
59577,1275813918
59583,1275817006
59582,1275816146
59581,1275815046
59580,1275814542
59584,1275817155
59579,1275813959
59585,1275817656
59587,1275818405
59586,1275817853
59588,1275818396
59589,1275818659
59590,1275819550
59591,1275819747
59592,1275820237
59595,1275824126
59596,1275825152
59594,1275821683
59593,1275821508
59599,1275825854
59600,1275826227
59601,1275826515
59597,1275825312
59598,1275826011
59602,1275826616
59606,1275829279
59603,1275827747
59604,1275828431
59607,1275829642
59605,1275828618
59608,1275829674
59609,1275829954
59611,1275831008
59610,1275830309
59612,1275831379
59613,1275833049
59614,1275835034
59616,1275836096
59615,1275835817
59619,1275838627
59618,1275837742
59620,1275839101
59617,1275836983
59621,1275839674
59622,1275839776
59624,1275842486
59626,1275843552
59625,1275842804
59623,1275840565
59627,1275845113
59628,1275845241
59629,1275845216
59631,1275845999
59630,1275845580
59632,1275846041
59633,1275846118
59637,1275848503
59634,1275846832
59635,1275848194
59636,1275848315
59639,1275848889
59638,1275848544
59640,1275849241
59642,1275851016
59641,1275850211
59645,1275854512
59643,1275852655
59644,1275853780
59648,1275857554
